video_id,person_id,window_start,window_end,mean_head_yaw,max_head_yaw,mean_body_down,max_body_down,mean_body_lean_x,mean_reach,label
1,0,1,20,-0.003629111749340765,0.0049929950199559,-1.0396398361479444,-1.010053998457187,-0.029137820024339435,1.1657400919836078,0
1,0,21,40,-0.0026001070108145246,0.0044709117937971,-1.0558491536709276,-1.032009278545296,-0.028970052631239723,1.202839606362898,0
1,0,41,60,-0.00264950700401697,0.0042899667308702,-1.0576487657008415,-1.0452339976353673,-0.02450838961257558,1.1812807769087699,0
1,0,61,80,-0.0052193681301903,0.0091539600030163,-1.0871322060941284,-1.0372715796676653,-0.016931499304686976,1.1456830116716568,0
1,0,81,100,-0.00393707838659273,0.0077535721053755,-1.1354965100924492,-1.0636952879060848,-0.0004514466774862798,1.1462812983056134,0
1,0,101,120,-0.008571147493224036,0.0137219118225605,-1.1004171142621133,-1.028847439631356,-0.010636202433978049,1.1958729169586195,0
1,0,121,140,0.0021771410335195895,0.009600434867565,-1.1028076550714263,-1.0303471354714913,-0.0009592734426893002,1.1480436720830174,0
1,0,141,160,0.034971196849431056,0.0474826202641958,-1.1753471566151614,-1.0040155694906006,-0.03561157224402307,1.1286657525318484,0
1,0,161,180,0.05754618304000061,0.0809579277000453,-1.6627104231214278,-1.3971232955060595,-0.14976174896476854,1.2500816461477129,0
1,0,181,200,0.0713397459175649,0.0796936532084892,-1.7516706753201607,-1.4412167837847334,0.29116750527612517,1.7589699783629222,1
1,0,201,220,,,-1.3641517925631388,-1.215814060344248,0.4358870649707585,1.7744345159910277,1
1,0,221,240,,,-1.3243412653130882,-1.178057175325538,0.5473403003944856,1.7253029198646566,1
1,0,241,260,,,-1.2878821964902056,-1.2134088364513536,0.6656287781982403,1.872043468389893,1
1,0,261,280,,,-1.2832117386048254,-1.1899000399820483,0.6583647655229391,1.8499996342709835,1
1,0,281,300,,,-1.5250419343411044,-1.3444493450962125,0.6962047206166841,1.8616366709768404,1
1,0,301,320,,,-1.5009480214505624,-1.2459369929558444,0.6817991777343118,1.8470519979454927,1
1,0,321,340,,,-1.2276234475758874,-0.8133179178581108,0.6076293477690908,1.6690217972492083,1
1,0,341,360,,,-1.1387691753075626,-0.8577716442967527,0.714649117462793,1.7613754030189017,1
1,0,361,380,,,-1.289247769809928,-1.0598611021590263,0.8923440464879505,1.834810874879981,1
1,0,381,400,,,-1.2143017318644673,-0.9441171505513204,0.7598057258170374,1.8655841798330162,1
1,0,401,420,0.06919003644515638,0.081489778333651,-1.2356537780436505,-0.9120581540746197,0.7353599893416829,1.840158933692298,1
1,0,421,440,0.0687990289610527,0.0719888488886805,-1.472045283718058,-1.4177035073352855,0.7609002801902873,1.820292418853444,1
1,0,441,460,0.07571403448221516,0.0869596504082059,-1.6012654299465976,-1.3990342272966771,0.570790730411347,1.7715136654087142,0
1,1,1,20,-0.007332177052552879,0.0132798290753008,-0.8953054956568212,-0.8405103861065497,0.010336199626239165,1.3817305576374899,0
1,1,21,40,-0.015244861723528841,0.0186631472304754,-0.9315044274535115,-0.882696437403277,-0.010657104814500135,1.355779358267628,0
1,1,41,60,-0.013013575622665516,0.0174773039163939,-0.9453812004181531,-0.9031166210467924,-0.008116751830130222,1.3547966498069781,0
1,1,61,80,-0.014131718450384068,0.0188347221982291,-0.9562135707437639,-0.9123696794200994,0.017123955318739243,1.4021350057975295,0
1,1,81,100,-0.009047157820450001,0.0121038868024654,-0.9701094485705172,-0.9303435458783876,0.004087488076850545,1.3728167377696114,0
1,1,101,120,-0.011915530403151495,0.0137251902457551,-0.994601979484502,-0.9425044723419412,0.006944616477534469,1.3520684520632296,0
1,1,121,140,-0.018118265193643367,0.0298172377125737,-0.805937733826741,-0.6030307634403428,0.03629989847644684,1.3671522458608985,0
1,1,141,160,-0.02022943556372719,0.0256472028891165,-0.7273311680363038,-0.6875751170655567,-0.005848288085902915,1.331871925251527,0
1,1,161,180,-0.018183729799741914,0.0285739051530021,-0.8312364089988697,-0.773044573531516,-0.04748518151732841,1.3178531105398317,0
1,1,181,200,-0.04926867349088111,0.0952782673774561,-1.0737143941418679,-0.7540556558807969,-0.20673046250870933,1.5179520072777772,1
1,1,201,220,-0.06552549893880051,0.0790596720496051,-1.4215297346826627,-1.3073417987354936,-0.5440354987512762,1.9449529078102086,1
1,1,221,240,-0.04519735399753528,0.0667858263154556,-1.2139256453870118,-0.9560930358536852,-0.9189368231726964,2.5981565918319136,1
1,1,241,260,-0.03580523062513822,0.0498842787793402,-1.0123857095903783,-0.960173072504694,-0.9586396636330351,2.6755364923363065,1
1,1,261,280,-0.05910865948191659,0.0683666936805917,-1.1964275086219518,-1.0719537913144097,-0.6132941868992037,2.2642442969369374,1
1,1,281,300,-0.0617388552646508,0.0664496558342763,-1.334301434868906,-1.2839362684915696,-0.4404853968973129,2.022042937037654,1
1,1,301,320,-0.0645045947784936,0.0926816183007885,-0.9283904074360798,-0.7644157379335564,-0.45209407343705765,1.8091405580074302,1
1,1,321,340,-0.020739627719448754,0.0698772101008734,-0.717328129537492,-0.6589565109412512,-0.3942214851051566,1.7356899722073664,1
1,1,341,360,-0.04392554601207009,0.0755665060546725,-0.5685308889344544,-0.3754293727117636,-0.8143693383113444,2.2139745374711035,1
1,1,361,380,-0.046350524541669665,0.0607301840289779,-0.8074848750330741,-0.644916300692767,-1.0828557583973883,2.272783696194111,1
1,1,381,400,-0.04190719315939197,0.0574498978558669,-1.0374199276965113,-0.8294142664398428,-0.8895164092944935,2.186682198205552,1
1,1,401,420,-0.051392532612919456,0.0623130107636639,-1.0392460230035512,-0.9316686862041804,-0.7736780097447313,2.1013095956576784,1
1,1,421,440,-0.06254715121908798,0.0668791073345188,-1.1819173047068794,-1.0991178227569582,-0.7908302677100645,2.226682886647059,1
1,1,441,460,-0.04708248347116534,0.05809241939565,-1.0916367924151253,-0.928060739698099,-0.7894740690498256,2.1123268601512124,1
1,1,461,480,-0.06014516903962593,0.0770293522512103,-1.1453211963324827,-0.9564701856316792,-0.5404131723544667,1.8589390155926284,1
1,1,481,500,-0.07928451329946629,0.0881086586037092,-1.2959560217480672,-1.19837494524495,-0.0005748807563409405,1.3559043734124392,1
1,1,501,520,-0.08461892031241615,0.0922203470254691,-1.2174522025747945,-1.161686849547527,0.20650025957369675,1.3241113006482315,1
1,1,521,540,-0.0865111142373385,0.0902955724574999,-1.2232586629235203,-1.189725898539107,0.21832249385879976,1.3049807236385855,1
1,1,541,560,-0.07904361502471971,0.0836750246909014,-1.1458078662651883,-1.098416926595622,0.055153745696829314,1.2860376397037023,1
1,1,561,580,-0.07442041803907926,0.0801524769148161,-1.1190755092872224,-0.9430062512608464,-0.022324446127580763,1.297321709262362,0
1,1,581,600,-0.03512722876159672,0.0624693052259738,-0.8300510326360631,-0.7303976955184605,0.00795745372056416,1.246549947633902,0
1,1,601,620,-0.01511068134839003,0.0212971310700069,-0.7425913370065389,-0.693871547664503,0.04128144467929251,1.2355825901454245,0
1,1,621,640,-0.012283813461700646,0.0170432415130866,-0.7611729535162943,-0.6837815068794093,0.03622593117933571,1.2279682581605535,0
1,1,641,660,-0.01210794826842712,0.015423969202715,-0.7089700884720099,-0.6828839017460697,0.08693652228309222,1.2361185307035827,0
1,1,661,680,-0.017992330502920293,0.0245088538226331,-0.7459803148181228,-0.6685420532104701,0.06822211999834418,1.2282432482941705,0
1,1,681,700,-0.01597444964454889,0.0218940609951845,-0.8622869967362019,-0.7684685948246712,0.04930556224393808,1.2105381620199243,0
1,1,701,720,-0.019194832055430287,0.0255360797223952,-0.7957153772909596,-0.740651380146682,0.0517278507780526,1.1703041067232214,0
1,1,721,740,-0.012587145444058914,0.0185134707399974,-0.7075133061704697,-0.6580615669048518,0.040576594248438944,1.1909790208454782,0
1,1,741,760,-0.014606329471037943,0.0261726481546163,-0.6749118010773358,-0.6505906305557762,0.04294917604752162,1.1676262716584738,0
1,1,761,780,-0.011377063025726851,0.0240703084034422,-0.6753077234132765,-0.3363000151426493,-0.00853403108895936,1.1228453152542133,0
1,1,781,800,-0.0016731319682937202,0.0071222527974729,-0.342520797068948,-0.2932688017615196,0.0356339100126033,1.0611962963390233,0
1,1,801,820,-0.014945940528138375,0.0332949348371789,-0.4218856342344653,-0.2996458450382471,0.07906985429412901,1.1326197777793463,0
1,1,821,840,-0.03733401318125064,0.044538369352776,-0.6306187111310493,-0.5110943456162643,0.07303745169173617,1.2926651377292835,0
1,1,841,860,-0.01746358125565283,0.0236790876194792,-0.5504268203568309,-0.5155711135759585,0.03164577342776197,1.1872297747128449,0
1,1,861,880,-0.016444217088163522,0.0237386061059499,-0.58425216122785,-0.5012832120676441,0.007533477333805496,1.1565794513593386,0
1,1,881,900,-0.01695328887512778,0.0201142071437282,-0.5606042545061003,-0.5214225888619678,0.030719499941401544,1.137408232388722,0
1,1,901,920,-0.015299892756653971,0.0182822305831799,-0.5473449347081478,-0.5191221251828644,0.041430629211045136,1.136297155020451,0
1,1,921,940,-0.017530109741028886,0.0212770446754009,-0.5572885294269562,-0.5175963443268161,0.03913213742072734,1.1386705618535031,0
1,1,941,960,-0.01718447626670431,0.0187844450039009,-0.5564702448763561,-0.5270094520201468,0.034070533566938496,1.1356437960426675,0
1,1,961,980,-0.02044219953117087,0.024092893182342,-0.6111972336354893,-0.5715342540997503,0.10079780126992217,1.1331507415620607,0
1,1,981,1000,-0.02184043314833452,0.0243944027115987,-0.6045969161090071,-0.579548335806392,0.08966839130744775,1.11450195608855,0
1,1,1001,1020,-0.021772885220954143,0.0243183597160989,-0.569977576641427,-0.5400192046643632,0.056089019031067534,1.1154962217380668,0
1,1,1021,1040,-0.02034809187000106,0.0233198578289063,-0.5290286011879956,-0.4948851624017459,0.04251309311803829,1.1378634989091667,0
1,1,1041,1060,-0.014929960093448543,0.0244169826431144,-0.5313289041043642,-0.4574059932019266,0.05107357271248789,1.136119021967556,0
1,1,1061,1080,0.016856262667859837,0.024134277998567,-0.4575414809777735,-0.3742428463985153,0.03980612848903145,1.042267358076366,0
1,1,1081,1100,0.01131693638910149,0.014554245646962,-0.5837658455462107,-0.4554873016348156,0.028670570309353372,1.0749425793244933,0
1,1,1101,1120,0.0051880779704664105,0.0078727851202252,-0.612243916825527,-0.5882228577046007,0.011732066965440626,1.1047019253570396,0
1,1,1121,1140,0.00487921223483384,0.0127827693515483,-0.6129873721380814,-0.4858677443685171,0.036254359614782995,1.128351092293926,0
1,1,1141,1160,-0.00038723679402630006,0.0033208022839538,-0.6801492021669401,-0.6660231272540881,0.008058314885191036,1.1131564787630566,0
1,1,1161,1180,0.0011913172884762701,0.0045709263543763,-0.6658173498162332,-0.6102297016685478,0.011759571431522531,1.1323802279784123,0
1,1,1181,1200,0.004054597792183499,0.0074925639800964,-0.7147705612104143,-0.684664472430491,0.03313136213087695,1.18104284344273,0
