person_id,start_frame,end_frame,label,reason,source
1,5,90,0,MANUAL,MANUAL
1,103,823,1,MANUAL,MANUAL
10,103,823,1,MANUAL,MANUAL
4,103,823,1,MANUAL,MANUAL
12,103,823,1,MANUAL,MANUAL
10,840,969,0,MANUAL,MANUAL
4,840,969,0,MANUAL,MANUAL
12,840,969,0,MANUAL,MANUAL
10,1014,1359,1,MANUAL,MANUAL
4,1014,1359,1,MANUAL,MANUAL
12,1014,1359,1,MANUAL,MANUAL
4,1376,2774,0,MANUAL,MANUAL
10,1376,2774,0,MANUAL,MANUAL
12,1376,2774,0,MANUAL,MANUAL
14,1376,2774,0,MANUAL,MANUAL
0,52,1326,0,MANUAL,MANUAL
2,52,1326,0,MANUAL,MANUAL
4,52,1326,0,MANUAL,MANUAL
10,52,1326,0,MANUAL,MANUAL
12,52,1326,0,MANUAL,MANUAL
14,52,1326,0,MANUAL,MANUAL
2,1371,1412,0,MANUAL,MANUAL
4,1371,1412,0,MANUAL,MANUAL
10,1371,1412,0,MANUAL,MANUAL
13,1371,1412,0,MANUAL,MANUAL
14,1371,1412,0,MANUAL,MANUAL
2,1434,1741,1,MANUAL,MANUAL
4,1434,1741,1,MANUAL,MANUAL
10,1434,1741,1,MANUAL,MANUAL
13,1434,1741,1,MANUAL,MANUAL
2,1741,1792,0,MANUAL,MANUAL
4,1741,1792,0,MANUAL,MANUAL
10,1741,1792,0,MANUAL,MANUAL
13,1741,1792,0,MANUAL,MANUAL
15,1741,1792,0,MANUAL,MANUAL
17,1741,1792,0,MANUAL,MANUAL
2,2298,2708,1,MANUAL,MANUAL
4,2298,2708,1,MANUAL,MANUAL
10,2298,2708,1,MANUAL,MANUAL
13,2298,2708,1,MANUAL,MANUAL
15,2298,2708,1,MANUAL,MANUAL
17,2298,2708,1,MANUAL,MANUAL
18,2298,2708,1,MANUAL,MANUAL
2,2741,2756,0,MANUAL,MANUAL
4,2741,2756,0,MANUAL,MANUAL
10,2741,2756,0,MANUAL,MANUAL
13,2741,2756,0,MANUAL,MANUAL
15,2741,2756,0,MANUAL,MANUAL
17,2741,2756,0,MANUAL,MANUAL
18,2741,2756,0,MANUAL,MANUAL
