person_id,start_frame,end_frame,label,reason,source
0,17,88,0,MANUAL,MANUAL
1,17,88,0,MANUAL,MANUAL
2,17,88,0,MANUAL,MANUAL
0,114,949,1,MANUAL,MANUAL
3,114,949,1,MANUAL,MANUAL
11,980,1055,0,MANUAL,MANUAL
0,980,1055,0,MANUAL,MANUAL
3,980,1055,0,MANUAL,MANUAL
0,1059,1620,1,MANUAL,MANUAL
3,1059,1620,1,MANUAL,MANUAL
11,1059,1620,1,MANUAL,MANUAL
14,1059,1620,1,MANUAL,MANUAL
16,1059,1620,1,MANUAL,MANUAL
0,1682,2040,0,MANUAL,MANUAL
3,1682,2040,0,MANUAL,MANUAL
14,1682,2040,0,MANUAL,MANUAL
16,1682,2040,0,MANUAL,MANUAL
0,2080,2671,0,MANUAL,MANUAL
3,2080,2671,0,MANUAL,MANUAL
14,2080,2671,0,MANUAL,MANUAL
15,2080,2671,0,MANUAL,MANUAL
29,2080,2671,0,MANUAL,MANUAL
0,2601,2694,0,MANUAL,MANUAL
34,2601,2694,0,MANUAL,MANUAL
3,2601,2694,0,MANUAL,MANUAL
14,2601,2694,0,MANUAL,MANUAL
15,2601,2694,0,MANUAL,MANUAL
29,2601,2694,0,MANUAL,MANUAL
0,2711,3210,1,MANUAL,MANUAL
34,2711,3210,1,MANUAL,MANUAL
3,2711,3210,1,MANUAL,MANUAL
35,2711,3210,1,MANUAL,MANUAL
14,2711,3210,1,MANUAL,MANUAL
15,2711,3210,1,MANUAL,MANUAL
29,2711,3210,1,MANUAL,MANUAL
0,3042,3219,1,MANUAL,MANUAL
34,3042,3219,1,MANUAL,MANUAL
3,3042,3219,1,MANUAL,MANUAL
35,3042,3219,1,MANUAL,MANUAL
40,3042,3219,1,MANUAL,MANUAL
14,3042,3219,1,MANUAL,MANUAL
15,3042,3219,1,MANUAL,MANUAL
29,3042,3219,1,MANUAL,MANUAL
0,3250,3387,0,MANUAL,MANUAL
34,3250,3387,0,MANUAL,MANUAL
3,3250,3387,0,MANUAL,MANUAL
35,3250,3387,0,MANUAL,MANUAL
40,3250,3387,0,MANUAL,MANUAL
41,3250,3387,0,MANUAL,MANUAL
14,3250,3387,0,MANUAL,MANUAL
15,3250,3387,0,MANUAL,MANUAL
29,3250,3387,0,MANUAL,MANUAL
0,3400,4098,1,MANUAL,MANUAL
34,3400,4098,1,MANUAL,MANUAL
3,3400,4098,1,MANUAL,MANUAL
35,3400,4098,1,MANUAL,MANUAL
40,3400,4098,1,MANUAL,MANUAL
41,3400,4098,1,MANUAL,MANUAL
43,3400,4098,1,MANUAL,MANUAL
14,3400,4098,1,MANUAL,MANUAL
15,3400,4098,1,MANUAL,MANUAL
45,3400,4098,1,MANUAL,MANUAL
29,3400,4098,1,MANUAL,MANUAL
0,4270,4844,0,MANUAL,MANUAL
34,4270,4844,0,MANUAL,MANUAL
3,4270,4844,0,MANUAL,MANUAL
35,4270,4844,0,MANUAL,MANUAL
40,4270,4844,0,MANUAL,MANUAL
41,4270,4844,0,MANUAL,MANUAL
43,4270,4844,0,MANUAL,MANUAL
14,4270,4844,0,MANUAL,MANUAL
15,4270,4844,0,MANUAL,MANUAL
45,4270,4844,0,MANUAL,MANUAL
53,4270,4844,0,MANUAL,MANUAL
29,4270,4844,0,MANUAL,MANUAL
1,39,216,0,MANUAL,MANUAL
34,39,216,0,MANUAL,MANUAL
3,39,216,0,MANUAL,MANUAL
35,39,216,0,MANUAL,MANUAL
40,39,216,0,MANUAL,MANUAL
41,39,216,0,MANUAL,MANUAL
43,39,216,0,MANUAL,MANUAL
14,39,216,0,MANUAL,MANUAL
15,39,216,0,MANUAL,MANUAL
45,39,216,0,MANUAL,MANUAL
29,39,216,0,MANUAL,MANUAL
1,534,949,1,MANUAL,MANUAL
34,534,949,1,MANUAL,MANUAL
35,534,949,1,MANUAL,MANUAL
5,534,949,1,MANUAL,MANUAL
40,534,949,1,MANUAL,MANUAL
41,534,949,1,MANUAL,MANUAL
43,534,949,1,MANUAL,MANUAL
14,534,949,1,MANUAL,MANUAL
15,534,949,1,MANUAL,MANUAL
45,534,949,1,MANUAL,MANUAL
29,534,949,1,MANUAL,MANUAL
1,984,1064,0,MANUAL,MANUAL
34,984,1064,0,MANUAL,MANUAL
35,984,1064,0,MANUAL,MANUAL
5,984,1064,0,MANUAL,MANUAL
40,984,1064,0,MANUAL,MANUAL
41,984,1064,0,MANUAL,MANUAL
10,984,1064,0,MANUAL,MANUAL
43,984,1064,0,MANUAL,MANUAL
14,984,1064,0,MANUAL,MANUAL
15,984,1064,0,MANUAL,MANUAL
45,984,1064,0,MANUAL,MANUAL
29,984,1064,0,MANUAL,MANUAL
1,1068,1572,0,MANUAL,MANUAL
34,1068,1572,0,MANUAL,MANUAL
35,1068,1572,0,MANUAL,MANUAL
40,1068,1572,0,MANUAL,MANUAL
41,1068,1572,0,MANUAL,MANUAL
10,1068,1572,0,MANUAL,MANUAL
43,1068,1572,0,MANUAL,MANUAL
15,1068,1572,0,MANUAL,MANUAL
45,1068,1572,0,MANUAL,MANUAL
12,1068,1572,0,MANUAL,MANUAL
29,1068,1572,0,MANUAL,MANUAL
1,1651,2049,1,MANUAL,MANUAL
10,1651,2049,1,MANUAL,MANUAL
12,1651,2049,1,MANUAL,MANUAL
15,1651,2049,1,MANUAL,MANUAL
21,1651,2049,1,MANUAL,MANUAL
22,1651,2049,1,MANUAL,MANUAL
29,1651,2049,1,MANUAL,MANUAL
34,1651,2049,1,MANUAL,MANUAL
35,1651,2049,1,MANUAL,MANUAL
40,1651,2049,1,MANUAL,MANUAL
41,1651,2049,1,MANUAL,MANUAL
43,1651,2049,1,MANUAL,MANUAL
45,1651,2049,1,MANUAL,MANUAL
1,2080,2111,1,MANUAL,MANUAL
10,2080,2111,1,MANUAL,MANUAL
12,2080,2111,1,MANUAL,MANUAL
16,2080,2111,1,MANUAL,MANUAL
21,2080,2111,1,MANUAL,MANUAL
22,2080,2111,1,MANUAL,MANUAL
29,2080,2111,1,MANUAL,MANUAL
34,2080,2111,1,MANUAL,MANUAL
35,2080,2111,1,MANUAL,MANUAL
40,2080,2111,1,MANUAL,MANUAL
41,2080,2111,1,MANUAL,MANUAL
43,2080,2111,1,MANUAL,MANUAL
45,2080,2111,1,MANUAL,MANUAL
1,2221,2574,1,MANUAL,MANUAL
10,2221,2574,1,MANUAL,MANUAL
12,2221,2574,1,MANUAL,MANUAL
21,2221,2574,1,MANUAL,MANUAL
22,2221,2574,1,MANUAL,MANUAL
28,2221,2574,1,MANUAL,MANUAL
29,2221,2574,1,MANUAL,MANUAL
31,2221,2574,1,MANUAL,MANUAL
34,2221,2574,1,MANUAL,MANUAL
35,2221,2574,1,MANUAL,MANUAL
40,2221,2574,1,MANUAL,MANUAL
41,2221,2574,1,MANUAL,MANUAL
43,2221,2574,1,MANUAL,MANUAL
45,2221,2574,1,MANUAL,MANUAL
1,2671,3727,0,MANUAL,MANUAL
10,2671,3727,0,MANUAL,MANUAL
12,2671,3727,0,MANUAL,MANUAL
21,2671,3727,0,MANUAL,MANUAL
22,2671,3727,0,MANUAL,MANUAL
28,2671,3727,0,MANUAL,MANUAL
29,2671,3727,0,MANUAL,MANUAL
31,2671,3727,0,MANUAL,MANUAL
35,2671,3727,0,MANUAL,MANUAL
40,2671,3727,0,MANUAL,MANUAL
41,2671,3727,0,MANUAL,MANUAL
1,3767,4072,1,MANUAL,MANUAL
10,3767,4072,1,MANUAL,MANUAL
12,3767,4072,1,MANUAL,MANUAL
21,3767,4072,1,MANUAL,MANUAL
22,3767,4072,1,MANUAL,MANUAL
28,3767,4072,1,MANUAL,MANUAL
29,3767,4072,1,MANUAL,MANUAL
35,3767,4072,1,MANUAL,MANUAL
40,3767,4072,1,MANUAL,MANUAL
41,3767,4072,1,MANUAL,MANUAL
48,3767,4072,1,MANUAL,MANUAL
50,3767,4072,1,MANUAL,MANUAL
53,3767,4072,1,MANUAL,MANUAL
1,4133,4800,1,MANUAL,MANUAL
10,4133,4800,1,MANUAL,MANUAL
12,4133,4800,1,MANUAL,MANUAL
21,4133,4800,1,MANUAL,MANUAL
22,4133,4800,1,MANUAL,MANUAL
28,4133,4800,1,MANUAL,MANUAL
29,4133,4800,1,MANUAL,MANUAL
35,4133,4800,1,MANUAL,MANUAL
40,4133,4800,1,MANUAL,MANUAL
41,4133,4800,1,MANUAL,MANUAL
48,4133,4800,1,MANUAL,MANUAL
50,4133,4800,1,MANUAL,MANUAL
54,4133,4800,1,MANUAL,MANUAL
1,4840,4867,0,MANUAL,MANUAL
10,4840,4867,0,MANUAL,MANUAL
12,4840,4867,0,MANUAL,MANUAL
21,4840,4867,0,MANUAL,MANUAL
22,4840,4867,0,MANUAL,MANUAL
28,4840,4867,0,MANUAL,MANUAL
29,4840,4867,0,MANUAL,MANUAL
35,4840,4867,0,MANUAL,MANUAL
40,4840,4867,0,MANUAL,MANUAL
41,4840,4867,0,MANUAL,MANUAL
48,4840,4867,0,MANUAL,MANUAL
50,4840,4867,0,MANUAL,MANUAL
57,4840,4867,0,MANUAL,MANUAL
